paper_id,title,year,citation_count,venue,fields_of_study,topics,topic_ids,primary_topic
c68fbc1f4aa72d30974f8a3071054e3b227137fd,Generating Natural Language Adversarial Examples,2018,999,Conference on Empirical Methods in Natural Language Processing,Computer Science,"['Natural Language Processing', 'Machine Learning']","['natural_language_processing', 'machine_learning']",Natural Language Processing
c7330852a07170cd0e6990f5fbde5fca12b6ccd6,Mitigating Unwanted Biases with Adversarial Learning,2018,1580,"AAAI/ACM Conference on AI, Ethics, and Society",Computer Science;Mathematics,['Machine Learning'],['machine_learning'],Machine Learning
c8c4ab59ac29973a00df4e5c8df3773a3c59995a,Searching for Activation Functions,2018,3640,arXiv.org,Computer Science,"['Deep Learning', 'Machine Learning']","['deep_learning', 'machine_learning']",Deep Learning
c8efcc854d97dfc2a42b83316a2109f9d166e43f,Self-Attention with Relative Position Representations,2018,2661,North American Chapter of the Association for Computational Linguistics,Computer Science,"['Natural Language Processing', 'Machine Learning']","['natural_language_processing', 'machine_learning']",Natural Language Processing
c91b4b3a20a7637ecbb7e0179ac3108f3cf11880,Multi-Turn Response Selection for Chatbots with Deep Attention Matching Network,2018,346,Annual Meeting of the Association for Computational Linguistics,Computer Science,"['Natural Language Processing', 'Machine Learning']","['natural_language_processing', 'machine_learning']",Natural Language Processing
c94d52a92b1da191f720cc4471d2f176e1d7ef0b,Towards the Development of Realistic Botnet Dataset in the Internet of Things for Network Forensic Analytics: Bot-IoT Dataset,2018,1479,Future generations computer systems,Computer Science,['Computer Networks'],['computer_networks'],Computer Networks
ca011427853d34ce4ec9ccafde8a70c9eacc3e21,Deep Learning for Computer Vision: A Brief Review,2018,3145,Computational Intelligence and Neuroscience,Computer Science;Medicine,"['Computer Vision', 'Deep Learning', 'Machine Learning']","['computer_vision', 'deep_learning', 'machine_learning']",Computer Vision
cab81775baae7ba2d056ebbc60437f2e03358ca3,Learning by Playing - Solving Sparse Reward Tasks from Scratch,2018,484,International Conference on Machine Learning,Computer Science;Mathematics,['Machine Learning'],['machine_learning'],Machine Learning
cc5e5e31556531d5e1078418b45b95d11565db7d,Towards Multi-class Object Detection in Unconstrained Remote Sensing Imagery,2018,316,Asian Conference on Computer Vision,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
cd18800a0fe0b668a1cc19f2ec95b5003d0a5035,Improving Language Understanding by Generative Pre-Training,2018,14126,,Computer Science,"['Deep Learning', 'Machine Learning']","['deep_learning', 'machine_learning']",Deep Learning
cd49acefc8d51e324aa562e5337e1c2aff067053,An Overview of Multi-task Learning,2018,1811,,Computer Science,['Machine Learning'],['machine_learning'],Machine Learning
d08b35243edc5be07387a9ed218070b31e502901,Group Normalization,2018,4163,International Journal of Computer Vision,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
d1e5942d8cb764e58f4c38a0c254ca56782a98c3,Enhanced-alignment Measure for Binary Foreground Map Evaluation,2018,1464,International Joint Conference on Artificial Intelligence,Computer Science,['Machine Learning'],['machine_learning'],Machine Learning
d243d007f9675325cbe5bc7852446851ed3d9bcb,M2Det: A Single-Shot Object Detector based on Multi-Level Feature Pyramid Network,2018,847,AAAI Conference on Artificial Intelligence,Computer Science,['Computer Vision'],['computer_vision'],Computer Vision
d37a34c204a8beefcaef4dddddb7a90c16e973d4,Learning dexterous in-hand manipulation,2018,2075,Int. J. Robotics Res.,Computer Science;Mathematics,"['Robotics and Control', 'Machine Learning']","['robotics_and_control', 'machine_learning']",Robotics and Control
d44872844fe4aec3677304c6165bb33e1243e641,LSTD: A Low-Shot Transfer Detector for Object Detection,2018,373,AAAI Conference on Artificial Intelligence,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
d6f6d1504cfedde4efb23e7ec0f42f006062c6a0,Gradient Descent Provably Optimizes Over-parameterized Neural Networks,2018,1341,International Conference on Learning Representations,Computer Science;Mathematics,"['Deep Learning', 'Machine Learning']","['deep_learning', 'machine_learning']",Deep Learning
dad0e3d7b1dc51196255ba220ed58ff29aa7c92b,Automatic Ship Detection in Remote Sensing Images from Google Earth of Complex Scenes Based on Multiscale Rotation Dense Feature Pyramid Networks,2018,500,Remote Sensing,Computer Science;Geology,['Computer Vision'],['computer_vision'],Computer Vision
dce916351ef589afa7a63452648dd8acba931e92,Panoptic Segmentation,2018,1626,Computer Vision and Pattern Recognition,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
dd9cfe7124c734f5a6fc90227d541d3dbcd72ba4,MobileNetV2: Inverted Residuals and Linear Bottlenecks,2018,23059,2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
de95601d9e3b20ec51aa33e1f27b1880d2c44ef2,CBAM: Convolutional Block Attention Module,2018,21632,European Conference on Computer Vision,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
de9949331c81cc8697d48dfd1b9f54d604a7d85a,Bounding Box Regression With Uncertainty for Accurate Object Detection,2018,521,Computer Vision and Pattern Recognition,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
dfc700032ec2ec0b393c850fed61aa065ce7bb61,Orthographic Feature Transform for Monocular 3D Object Detection,2018,402,British Machine Vision Conference,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
e1799aaf23c12af6932dc0ef3dfb1638f01413d1,Dynamic Graph CNN for Learning on Point Clouds,2018,7067,ACM Transactions on Graphics,Computer Science,"['Deep Learning', 'Machine Learning']","['deep_learning', 'machine_learning']",Deep Learning
e1a784e360f2bf3911cffa30506d46c412659db5,MetaAnchor: Learning to Detect Objects with Customized Anchors,2018,145,Neural Information Processing Systems,Computer Science,['Computer Vision'],['computer_vision'],Computer Vision
e4b64a75d321311447e11c363b45cc07bb74acc2,DropBlock: A regularization method for convolutional networks,2018,1023,Neural Information Processing Systems,Computer Science,['Computer Networks'],['computer_networks'],Computer Networks
e65c2b0feddfe4c89e9955ca9b5ece6ef416628f,BDD100K: A Diverse Driving Dataset for Heterogeneous Multitask Learning,2018,2648,Computer Vision and Pattern Recognition,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
e6c5acdeb034d627962204986056ac04060214e9,Salient Objects in Clutter: Bringing Salient Object Detection to the Foreground,2018,329,European Conference on Computer Vision,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
e73bd7f9bdc262b9b7fb60ca0d5230d3ab0fad5e,Subword Regularization: Improving Neural Network Translation Models with Multiple Subword Candidates,2018,1300,Annual Meeting of the Association for Computational Linguistics,Computer Science,"['Deep Learning', 'Natural Language Processing', 'Machine Learning']","['deep_learning', 'natural_language_processing', 'machine_learning']",Deep Learning
e762f25f13d6dbb95dc59af5e6fbb2160fcf4d55,Zero Shot Detection,2018,107,IEEE transactions on circuits and systems for video technology (Print),Computer Science,['Computer Vision'],['computer_vision'],Computer Vision
ea5dd6a3d8f210d05e53a7b6fa5e16f1b115f693,Graph Neural Networks: A Review of Methods and Applications,2018,6518,AI Open,Computer Science;Mathematics,"['Deep Learning', 'Graph Machine Learning', 'Machine Learning']","['deep_learning', 'graph_machine_learning', 'machine_learning']",Deep Learning
eb37e7b76d26b75463df22b2a3aa32b6a765c672,QT-Opt: Scalable Deep Reinforcement Learning for Vision-Based Robotic Manipulation,2018,1638,Conference on Robot Learning,Computer Science;Mathematics,"['Robotics and Control', 'Reinforcement Learning', 'Machine Learning']","['robotics_and_control', 'reinforcement_learning', 'machine_learning']",Robotics and Control
ebc96892b9bcbf007be9a1d7844e4b09fde9d961,YOLOv3: An Incremental Improvement,2018,24343,arXiv.org,Computer Science,['Machine Learning'],['machine_learning'],Machine Learning
ee134bac4bdd3a4ab1a5045058d7f9314370cce9,3D-SIS: 3D Semantic Instance Segmentation of RGB-D Scans,2018,527,Computer Vision and Pattern Recognition,Computer Science,"['Computer Vision', 'Natural Language Processing', 'Machine Learning']","['computer_vision', 'natural_language_processing', 'machine_learning']",Computer Vision
eef183687fab4d762a381f2e80e357e08e923f0a,"Model Evaluation, Model Selection, and Algorithm Selection in Machine Learning",2018,973,arXiv.org,Computer Science;Mathematics,"['Machine Learning', 'Theory and Algorithms']","['machine_learning', 'theory_and_algorithms']",Machine Learning
efeaa6e3114d6d6ae5c3041b66ac9a9ae9bf52bf,Spatial Temporal Graph Convolutional Networks for Skeleton-Based Action Recognition,2018,4837,AAAI Conference on Artificial Intelligence,Computer Science,['Computer Networks'],['computer_networks'],Computer Networks
f21941e90fc63679a784b3421904cfa520d169c8,Botnet Detection in the Internet of Things using Deep Learning Approaches,2018,286,IEEE International Joint Conference on Neural Network,Computer Science,"['Deep Learning', 'Computer Networks', 'Machine Learning']","['deep_learning', 'computer_networks', 'machine_learning']",Deep Learning
f2bccfb12c1546bdf73b11904ac44b1cfa130072,RoarNet: A Robust 3D Object Detection based on RegiOn Approximation Refinement,2018,194,2019 IEEE Intelligent Vehicles Symposium (IV),Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
f323407464c4cd492d3fc1afd7170eab08f44d9b,ProxylessNAS: Direct Neural Architecture Search on Target Task and Hardware,2018,2004,International Conference on Learning Representations,Computer Science;Mathematics,['Information Retrieval'],['information_retrieval'],Information Retrieval
f3d594544126e202dbd81c186ca3ce448af5255c,Quantum Computing in the NISQ era and beyond,2018,8383,Quantum,Computer Science;Physics,['Machine Learning'],['machine_learning'],Machine Learning
f550013aebb9e675987fb9a393f399cb44723ce1,Deep Feature Pyramid Reconfiguration for Object Detection,2018,215,European Conference on Computer Vision,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
f6195d8dc6aad8231e97b563246f2585842bc68b,"Loss Surfaces, Mode Connectivity, and Fast Ensembling of DNNs",2018,856,Neural Information Processing Systems,Computer Science;Mathematics,['Machine Learning'],['machine_learning'],Machine Learning
f7325d232c7ac7d2daaf6605377058db5b5b83cc,A Survey of Methods for Explaining Black Box Models,2018,4570,ACM Computing Surveys,Computer Science,['Machine Learning'],['machine_learning'],Machine Learning
f84fc762a3229f436f2a472bd90ef5070b5d31fb,Clinical information extraction applications: A literature review,2018,791,Journal of Biomedical Informatics,Medicine;Computer Science,"['Bioinformatics and Computational Biology', 'Natural Language Processing', 'Machine Learning']","['bioinformatics_and_computational_biology', 'natural_language_processing', 'machine_learning']",Bioinformatics and Computational Biology
f91175950edf3804ff1573f570b03db9b108dece,TextBugger: Generating Adversarial Text Against Real-world Applications,2018,845,Network and Distributed System Security Symposium,Computer Science,"['Distributed Systems and Cloud', 'Security and Privacy']","['distributed_systems_and_cloud', 'security_and_privacy']",Distributed Systems and Cloud
f95f5b715eb0441ca4ee1b0fac6b4bcaaba65556,"The HAM10000 dataset, a large collection of multi-source dermatoscopic images of common pigmented skin lesions",2018,3195,Scientific Data,Medicine;Computer Science,['Computer Vision'],['computer_vision'],Computer Vision
fa12574c228542151ccd7d4e3f42cc4896cd274a,Black-Box Generation of Adversarial Text Sequences to Evade Deep Learning Classifiers,2018,814,2018 IEEE Security and Privacy Workshops (SPW),Computer Science,"['Security and Privacy', 'Deep Learning', 'Machine Learning']","['security_and_privacy', 'deep_learning', 'machine_learning']",Security and Privacy
fcd6b89c55a636e042146a13711302cfe4aaf2bf,R³Net: Recurrent Residual Refinement Network for Saliency Detection,2018,505,International Joint Conference on Artificial Intelligence,Computer Science,['Computer Networks'],['computer_networks'],Computer Networks
fd9541fe4317904b9a0637b6505fb0bea0979491,Comprehensive Privacy Analysis of Deep Learning: Passive and Active White-box Inference Attacks against Centralized and Federated Learning,2018,1705,IEEE Symposium on Security and Privacy,Computer Science;Mathematics,"['Security and Privacy', 'Deep Learning', 'Machine Learning']","['security_and_privacy', 'deep_learning', 'machine_learning']",Security and Privacy
fe9b8aac9fa3bfd9724db5a881a578e471e612d7,Efficient Neural Architecture Search via Parameter Sharing,2018,2936,International Conference on Machine Learning,Mathematics;Computer Science,['Machine Learning'],['machine_learning'],Machine Learning
ff8aed8820870973a848d6b1f1eabe0c3e17b6aa,Skin Cancer Classification using Deep Learning and Transfer Learning,2018,189,Cairo International Biomedical Engineering Conference,Computer Science,"['Machine Learning', 'Bioinformatics and Computational Biology', 'Deep Learning']","['machine_learning', 'bioinformatics_and_computational_biology', 'deep_learning']",Machine Learning
ff8eea01cbb5de505672cf9bbda3a6a91624cf52,Quantum Machine Learning,2018,2156,,Computer Science,['Machine Learning'],['machine_learning'],Machine Learning
ffca61ff581efb26d52be9189ba028ccb10eccd1,Auditing Data Provenance in Text-Generation Models,2018,282,Knowledge Discovery and Data Mining,Computer Science,"['Data Mining', 'Machine Learning']","['data_mining', 'machine_learning']",Data Mining
ffee06fc96777365de5da386aa316bc88a3020c2,Few-Shot Object Detection via Feature Reweighting,2018,808,IEEE International Conference on Computer Vision,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
0090023afc66cd2741568599057f4e82b566137c,A Survey on Bias and Fairness in Machine Learning,2019,5353,ACM Computing Surveys,Computer Science;Mathematics,"['Explainable / Fair / Causal AI', 'Machine Learning']","['explainable_fair_causal_ai', 'machine_learning']",Explainable / Fair / Causal AI
0167e98f6d2e4c44b505c0f74f91425f62dfc62c,Salient Object Detection in the Deep Learning Era: An In-Depth Survey,2019,700,IEEE Transactions on Pattern Analysis and Machine Intelligence,Medicine;Computer Science,"['Computer Vision', 'Deep Learning', 'Machine Learning']","['computer_vision', 'deep_learning', 'machine_learning']",Computer Vision
031e4e43aaffd7a479738dcea69a2d5be7957aa3,ERNIE: Enhanced Representation through Knowledge Integration,2019,985,arXiv.org,Computer Science,['Computer Vision'],['computer_vision'],Computer Vision
033ef29a215028e01a5a52de8f7e0d7904baaaa5,Feature-Attentioned Object Detection in Remote Sensing Imagery,2019,128,International Conference on Information Photonics,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
03547cf81db895a448c3d0283bdfa20695ed26ab,Learning nonlinear operators via DeepONet based on the universal approximation theorem of operators,2019,3037,Nature Machine Intelligence,Mathematics;Computer Science,['Theory and Algorithms'],['theory_and_algorithms'],Theory and Algorithms
03887d5a9829301f6e5cb2d47655db68430f4d16,One-Shot Object Detection with Co-Attention and Co-Excitation,2019,189,Neural Information Processing Systems,Computer Science;Engineering,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
049f4c438ce9eefa622ae5ba5fb7e34443b86133,Lipstick on a Pig: Debiasing Methods Cover up Systematic Gender Biases in Word Embeddings But do not Remove Them,2019,603,North American Chapter of the Association for Computational Linguistics,Computer Science;Art,"['Natural Language Processing', 'Machine Learning']","['natural_language_processing', 'machine_learning']",Natural Language Processing
061d6d5f3df0db70b12f9e90bec327e19b7259c1,Local Relation Networks for Image Recognition,2019,544,IEEE International Conference on Computer Vision,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
0664e0a00a3cdeb4fd518d00b84abb5ccc3a1c57,A Survey of Deep Learning Methods for Cyber Security,2019,479,Inf.,Computer Science,"['Deep Learning', 'Security and Privacy', 'Machine Learning']","['deep_learning', 'security_and_privacy', 'machine_learning']",Deep Learning
069e0d896da7c79faeee4cf057548d5da7ce885e,FlauBERT: Unsupervised Language Model Pre-training for French,2019,431,International Conference on Language Resources and Evaluation,Computer Science,"['Deep Learning', 'Large Language Models', 'Machine Learning', 'Natural Language Processing']","['deep_learning', 'large_language_models', 'machine_learning', 'natural_language_processing']",Deep Learning
06a73ad09664435f8b3cd90293f4e05a047cf375,K-BERT: Enabling Language Representation with Knowledge Graph,2019,872,AAAI Conference on Artificial Intelligence,Computer Science,"['Graph Machine Learning', 'Large Language Models', 'Deep Learning', 'Machine Learning', 'Natural Language Processing']","['graph_machine_learning', 'large_language_models', 'deep_learning', 'machine_learning', 'natural_language_processing']",Graph Machine Learning
06b36e744dca445863c9f9aefe76aea95ba95999,Enhancing Clinical Concept Extraction with Contextual Embedding,2019,315,J. Am. Medical Informatics Assoc.,Computer Science;Medicine,['Natural Language Processing'],['natural_language_processing'],Natural Language Processing
06f3e42c28fe87156c8be5188ff38fe9845df769,Interpolated Convolutional Networks for 3D Point Cloud Understanding,2019,236,IEEE International Conference on Computer Vision,Computer Science;Engineering,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,RoBERTa: A Robustly Optimized BERT Pretraining Approach,2019,28279,arXiv.org,Computer Science,"['Deep Learning', 'Large Language Models', 'Machine Learning', 'Natural Language Processing']","['deep_learning', 'large_language_models', 'machine_learning', 'natural_language_processing']",Deep Learning
07912741c6c96e6ad5b2c2d6c6c3b2de5c8a271b,Advances and Open Problems in Federated Learning,2019,7750,Found. Trends Mach. Learn.,Computer Science;Mathematics,['Machine Learning'],['machine_learning'],Machine Learning
07a64686ce8e43ac475a8d820a8a9f1d87989583,"Analyzing Multi-Head Self-Attention: Specialized Heads Do the Heavy Lifting, the Rest Can Be Pruned",2019,1361,Annual Meeting of the Association for Computational Linguistics,Computer Science,"['Natural Language Processing', 'Machine Learning']","['natural_language_processing', 'machine_learning']",Natural Language Processing
087dd95e13efd47aef2a6582e6801b39fc0f83d8,ERASER: A Benchmark to Evaluate Rationalized NLP Models,2019,731,Annual Meeting of the Association for Computational Linguistics,Computer Science,"['Natural Language Processing', 'Machine Learning']","['natural_language_processing', 'machine_learning']",Natural Language Processing
09503a2413d80749bf2815b18eb3c1849f60cff2,Precise Detection in Densely Packed Scenes,2019,212,Computer Vision and Pattern Recognition,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
0a4f18f51f4a39477f3120d6ec022cecfeed19b2,Dynamic Convolutions: Exploiting Spatial Sparsity for Faster Inference,2019,173,Computer Vision and Pattern Recognition,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
0bd1de0668ba8fd4b4f9cab69950a0e5ea3453fb,FoveaBox: Beyound Anchor-Based Object Detection,2019,742,IEEE Transactions on Image Processing,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
0c3c4c88c7b07596221ac640c7b7102686e3eae3,PubMedQA: A Dataset for Biomedical Research Question Answering,2019,1349,Conference on Empirical Methods in Natural Language Processing,Computer Science;Biology,"['Natural Language Processing', 'Bioinformatics and Computational Biology', 'Machine Learning']","['natural_language_processing', 'bioinformatics_and_computational_biology', 'machine_learning']",Natural Language Processing
0cbf97173391b0430140117027edcaf1a37968c7,TinyBERT: Distilling BERT for Natural Language Understanding,2019,2182,Findings,Computer Science,"['Large Language Models', 'Deep Learning', 'Machine Learning', 'Natural Language Processing']","['large_language_models', 'deep_learning', 'machine_learning', 'natural_language_processing']",Large Language Models
0de0a44b859a3719d11834479112314b4caba669,A Multiscale Visualization of Attention in the Transformer Model,2019,668,Annual Meeting of the Association for Computational Linguistics,Computer Science,"['Deep Learning', 'Natural Language Processing', 'Machine Learning']","['deep_learning', 'natural_language_processing', 'machine_learning']",Deep Learning
0de47f354468283efc7765ec0b3588b2ae483c77,Utilizing BERT for Aspect-Based Sentiment Analysis via Constructing Auxiliary Sentence,2019,690,North American Chapter of the Association for Computational Linguistics,Computer Science,"['Natural Language Processing', 'Large Language Models', 'Deep Learning', 'Machine Learning']","['natural_language_processing', 'large_language_models', 'deep_learning', 'machine_learning']",Natural Language Processing
0e1f153576c7f9f2628cdd34a1067c4d26bdc096,"Explainable AI: Interpreting, Explaining and Visualizing Deep Learning",2019,1214,Explainable AI,Computer Science,"['Deep Learning', 'Explainable / Fair / Causal AI', 'Machine Learning']","['deep_learning', 'explainable_fair_causal_ai', 'machine_learning']",Deep Learning
0e4cd6bae6ac1017e7b1b9bd644375aee65b8372,Show Your Work: Improved Reporting of Experimental Results,2019,280,Conference on Empirical Methods in Natural Language Processing,Computer Science;Mathematics,"['Natural Language Processing', 'Machine Learning']","['natural_language_processing', 'machine_learning']",Natural Language Processing
0f736d2067ee9c950b876f14521268c6009e67d6,Relational Knowledge Distillation,2019,1746,Computer Vision and Pattern Recognition,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
0feea94f89d395436bf41bd10c797447eecbc128,Unsupervised Data Augmentation for Consistency Training,2019,2566,Neural Information Processing Systems,Computer Science;Mathematics,['Machine Learning'],['machine_learning'],Machine Learning
115df25cc9080f0b384b3398a897767b33c42a5f,EGNet: Edge Guidance Network for Salient Object Detection,2019,1031,IEEE International Conference on Computer Vision,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
117ac7c5d42bfdbe83432672db05a2de08dae113,A Mutual Learning Method for Salient Object Detection With Intertwined Multi-Supervision,2019,236,Computer Vision and Pattern Recognition,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
118f4a0790a3dc6aeafd64ba0e32dd7fbc2a699d,Named Entity Recognition for Electronic Health Records: A Comparison of Rule-based and Machine Learning Approaches,2019,52,arXiv.org,Computer Science,"['Machine Learning', 'Natural Language Processing']","['machine_learning', 'natural_language_processing']",Machine Learning
12ea5722dc292c601ce971ee283b2dd17d5ca12c,"Grid Search, Random Search, Genetic Algorithm: A Big Comparison for NAS",2019,717,arXiv.org,Computer Science;Mathematics,['Theory and Algorithms'],['theory_and_algorithms'],Theory and Algorithms
135112c7ba1762d65f39b1a61777f26ae4dfd8ad,Is Attention Interpretable?,2019,765,Annual Meeting of the Association for Computational Linguistics,Computer Science,"['Natural Language Processing', 'Machine Learning']","['natural_language_processing', 'machine_learning']",Natural Language Processing
145b8b5d99a2beba6029418ca043585b90138d12,MASS: Masked Sequence to Sequence Pre-training for Language Generation,2019,1008,International Conference on Machine Learning,Computer Science,"['Deep Learning', 'Machine Learning']","['deep_learning', 'machine_learning']",Deep Learning
1466e5837bc4717e1321fe033235d6073b0fe1cd,Consistency-based Semi-supervised Learning for Object detection,2019,460,Neural Information Processing Systems,Computer Science,"['Machine Learning', 'Computer Vision']","['machine_learning', 'computer_vision']",Machine Learning
156d217b0a911af97fa1b5a71dc909ccef7a8028,SciBERT: A Pretrained Language Model for Scientific Text,2019,3514,Conference on Empirical Methods in Natural Language Processing,Computer Science,"['Large Language Models', 'Natural Language Processing', 'Deep Learning', 'Machine Learning']","['large_language_models', 'natural_language_processing', 'deep_learning', 'machine_learning']",Large Language Models
157a7ae44613a1fcf34e2be8c1e19a4f6e3c50e3,Transfer Learning in Natural Language Processing,2019,584,North American Chapter of the Association for Computational Linguistics,Computer Science,"['Natural Language Processing', 'Machine Learning']","['natural_language_processing', 'machine_learning']",Natural Language Processing
162cad5df347bdac469331df540440b320b5aa21,EDA: Easy Data Augmentation Techniques for Boosting Performance on Text Classification Tasks,2019,2225,Conference on Empirical Methods in Natural Language Processing,Computer Science,"['Machine Learning', 'Natural Language Processing']","['machine_learning', 'natural_language_processing']",Machine Learning
167ccbb7d757a140bc66e0c7e0de95d462ed828b,Natural language processing and machine learning algorithm to identify brain MRI reports with acute ischemic stroke,2019,81,PLoS ONE,Medicine;Computer Science,"['Machine Learning', 'Natural Language Processing', 'Theory and Algorithms']","['machine_learning', 'natural_language_processing', 'theory_and_algorithms']",Machine Learning
17dbd7b72029181327732e4d11b52a08ed4630d0,Natural Questions: A Benchmark for Question Answering Research,2019,4218,Transactions of the Association for Computational Linguistics,Computer Science,"['Natural Language Processing', 'Machine Learning']","['natural_language_processing', 'machine_learning']",Natural Language Processing
188ace6bb4d4eb4a7c199effa98ebc0821a1f1cf,RILOD: near real-time incremental learning for object detection at the edge,2019,107,IFIP International Information Security Conference,Computer Science,"['Computer Vision', 'Security and Privacy', 'Machine Learning']","['computer_vision', 'security_and_privacy', 'machine_learning']",Computer Vision
188c0c64e72eff93b836ae536e32e001b2586442,Self-Training and Adversarial Background Regularization for Unsupervised Domain Adaptive One-Stage Object Detection,2019,208,IEEE International Conference on Computer Vision,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
18d026ec5d0eebd17ee2c762da89540c0b3d7bde,A Comprehensive Survey on Transfer Learning,2019,5449,Proceedings of the IEEE,Computer Science;Mathematics,['Machine Learning'],['machine_learning'],Machine Learning
190f1a51e9e96732fda03d712035713cddbdb76d,Mask OBB: A Semantic Attention-Based Mask Oriented Bounding Box Representation for Multi-Category Object Detection in Aerial Images,2019,165,Remote Sensing,Computer Science,"['Computer Vision', 'Natural Language Processing', 'Machine Learning']","['computer_vision', 'natural_language_processing', 'machine_learning']",Computer Vision
19281b9ecdb5c07a93423a506627ab9d9b0cf039,Learning and Evaluating General Linguistic Intelligence,2019,218,arXiv.org,Computer Science;Mathematics,"['Natural Language Processing', 'Machine Learning']","['natural_language_processing', 'machine_learning']",Natural Language Processing
1954a5ef37030002574f1b000cc1192f3bd4cad1,4D Spatio-Temporal ConvNets: Minkowski Convolutional Neural Networks,2019,2153,Computer Vision and Pattern Recognition,Computer Science,"['Deep Learning', 'Computer Vision', 'Machine Learning']","['deep_learning', 'computer_vision', 'machine_learning']",Deep Learning
199123c3a93521a397ee4f2ae8c852b0b252f5ba,PV-RCNN: Point-Voxel Feature Set Abstraction for 3D Object Detection,2019,2129,Computer Vision and Pattern Recognition,Computer Science;Engineering,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
1a858b96d2fdfeadf8c0f7126cbd55825223fb9d,HAWQ: Hessian AWare Quantization of Neural Networks With Mixed-Precision,2019,607,IEEE International Conference on Computer Vision,Computer Science,"['Computer Vision', 'Deep Learning', 'Machine Learning']","['computer_vision', 'deep_learning', 'machine_learning']",Computer Vision
1b20a7a9ce9e840d293040f5371ffc5bc996867a,Task-Aware Monocular Depth Estimation for 3D Object Detection,2019,63,AAAI Conference on Artificial Intelligence,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
1c3677364ea592629848ba2c6bd087f22cc579ea,Ensemble Learning,2019,2410,Encyclopedia of Biometrics,Computer Science,['Natural Language Processing'],['natural_language_processing'],Natural Language Processing
1c71771c701aadfd72c5866170a9f5d71464bb88,Unified Language Model Pre-training for Natural Language Understanding and Generation,2019,1641,Neural Information Processing Systems,Computer Science,"['Deep Learning', 'Large Language Models', 'Machine Learning', 'Natural Language Processing']","['deep_learning', 'large_language_models', 'machine_learning', 'natural_language_processing']",Deep Learning
1e3a2d59acd8fdab805b465c80b5fca443cd0bff,RepPoints: Point Set Representation for Object Detection,2019,1016,IEEE International Conference on Computer Vision,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
1e43c7084bdcb6b3102afaf301cce10faead2702,BioBERT: a pre-trained biomedical language representation model for biomedical text mining,2019,6779,Bioinform.,Computer Science;Medicine,"['Bioinformatics and Computational Biology', 'Natural Language Processing', 'Machine Learning']","['bioinformatics_and_computational_biology', 'natural_language_processing', 'machine_learning']",Bioinformatics and Computational Biology
1e83c20def5c84efa6d4a0d80aa3159f55cb9c3f,Attention is not Explanation,2019,1555,North American Chapter of the Association for Computational Linguistics,Computer Science,"['Natural Language Processing', 'Machine Learning']","['natural_language_processing', 'machine_learning']",Natural Language Processing
